country,institution,funder,year,pub_count
RU,Research Institute of Human Morphology,NIH,2021,1
RU,Research Institute of Influenza,NIH,2019,1
RU,Research Institute of Influenza,NIH,2020,1
RU,Russian Academy of Sciences,MRC,2018,1
RU,Russian Academy of Sciences,NIH,2019,1
RU,Russian Academy of Sciences,NSFC,2022,1
RU,Russian Cancer Research Center NN Blokhin,MRC,2019,1
RU,Russian Cancer Research Center NN Blokhin,MRC,2020,1
RU,Russian Cancer Research Center NN Blokhin,MRC,2022,1
RU,Russian Cancer Research Center NN Blokhin,NIH,2019,1
RU,Russian Cancer Research Center NN Blokhin,NIH,2020,1
RU,Russian Cancer Research Center NN Blokhin,NIH,2021,1
RU,Russian Cancer Research Center NN Blokhin,NIH,2022,1
RU,Russian Cancer Research Center NN Blokhin,Wellcome,2020,1
RU,Saint Petersburg State Electrotechnical University,NSFC,2022,1
RU,Saratov State Medical University,NIH,2023,1
RU,Saratov State University,NIH,2023,1
RU,Saratov State University,NSFC,2021,1
RU,Saratov State University,NSFC,2023,1
RU,Schmidt Institute of Physics of the Earth,NIH,2021,2
RU,Schmidt Institute of Physics of the Earth,NIH,2022,1
RU,Scientific Center of Children's Health,NIH,2019,1
RU,Sechenov University,NIH,2017,1
RU,Sechenov University,NIH,2018,1
RU,Sechenov University,NIH,2020,1
RU,Sechenov University,NIH,2021,2
RU,Sechenov University,NIH,2022,1
RU,Sechenov University,NSFC,2021,1
RU,Siberian Branch of the Russian Academy of Sciences,Wellcome,2021,1
RU,Sirius University of Science and Technology,MRC,2016,1
RU,Sirius University of Science and Technology,NIH,2020,1
RU,Skolkovo Institute of Science and Technology,NSFC,2021,1
RU,St Petersburg University,DFG,2020,2
RU,St Petersburg University,DFG,2021,1
RU,St Petersburg University,NSFC,2022,1
RU,St.Petersburg V.M.Bekhterev Psychoneurological Research Institute,NIH,2021,1
RU,State Research Institute of Highly Pure Biopreparations,NIH,2017,1
RU,Synergy University,NIH,2016,1
RU,Synergy University,NIH,2017,1
RU,Synergy University,NIH,2019,1
RU,Synergy University,NIH,2021,1
RU,Tomsk National Research Medical Center,NIH,2021,2
RU,Tomsk National Research Medical Center,NIH,2022,2
RU,Ufa Eye Research Institute,NIH,2017,1
RU,Voronezh State University,NIH,2016,1
RU,Voronezh State University,NIH,2019,1
RW,Ministry of Health,NIH,2021,1
RW,Rwanda Biomedical Center,NIH,2022,1
RW,Rwanda Zambia HIV Research Group,NIH,2018,1
RW,Rwanda Zambia HIV Research Group,NIH,2020,1
RW,Rwanda Zambia HIV Research Group,NIH,2021,1
RW,University of Rwanda,NIH,2019,1
RW,University of Rwanda,NIH,2021,2
SA,Al Baha University,NSFC,2022,1
SA,Al Jouf University,NIH,2021,1
SA,Alfaisal University,BHF,2021,1
SA,Alfaisal University,MRC,2021,1
SA,Alfaisal University,NIH,2022,1
SA,Eye Center,NIH,2018,1
SA,Eye Center,NSFC,2021,1
SA,Imam Abdulrahman Bin Faisal University,BHF,2022,1
SA,Imam Abdulrahman Bin Faisal University,MRC,2022,1
SA,Imam Abdulrahman Bin Faisal University,NIH,2020,1
SA,Imam Abdulrahman Bin Faisal University,NSFC,2023,1
SA,Imam Muhammad ibn Saud Islamic University,MRC,2019,1
SA,Imam Muhammad ibn Saud Islamic University,NSFC,2020,1
SA,Imam Muhammad ibn Saud Islamic University,NSFC,2021,1
SA,Jazan University,NIH,2022,1
SA,Jeddah University,NIH,2022,1
SA,King Abdulaziz City for Science and Technology,BHF,2020,1
SA,King Abdulaziz City for Science and Technology,MRC,2019,1
SA,King Abdulaziz City for Science and Technology,NSFC,2023,1
SA,King Abdulaziz Medical City,NIH,2020,1
SA,King Abdulaziz University,NIH,2019,1
SA,King Abdulaziz University,NIH,2021,3
SA,King Abdulaziz University,Wellcome,2017,1
SA,King Abdullah International Medical Research Center,MRC,2021,1
SA,King Abdullah International Medical Research Center,MRC,2022,2
SA,King Abdullah International Medical Research Center,NIH,2016,1
SA,King Abdullah International Medical Research Center,NIH,2017,1
SA,King Abdullah International Medical Research Center,NIH,2021,1
SA,King Abdullah University of Science and Technology,MRC,2021,1
SA,King Abdullah University of Science and Technology,NIH,2021,3
SA,King Fahd University of Petroleum and Minerals,MRC,2019,1
SA,King Faisal Specialist Hospital & Research Centre,MRC,2021,1
SA,King Faisal Specialist Hospital & Research Centre,MRC,2022,2
SA,King Faisal Specialist Hospital & Research Centre,NIH,2019,2
SA,King Faisal Specialist Hospital & Research Centre,NIH,2020,3
SA,King Faisal Specialist Hospital & Research Centre,NIH,2021,4
SA,King Faisal Specialist Hospital & Research Centre,NIH,2022,2
SA,King Faisal Specialist Hospital & Research Centre,Wellcome,2021,1
SA,King Faisal Specialist Hospital & Research Centre,Wellcome,2022,2
SA,King Faisal University,NIH,2021,1
SA,King Khalid University,NIH,2017,1
SA,King Salman Center for Disability Research,NIH,2019,1
SA,King Salman Center for Disability Research,NIH,2022,1
SA,King Saud Medical City,NIH,2017,1
SA,King Saud Medical City,NIH,2021,1
SA,King Saud University,MRC,2022,1
SA,King Saud University,NIH,2018,1
SA,King Saud University,NIH,2020,1
SA,King Saud University,NIH,2021,1
SA,King Saud University,NIH,2022,1
SA,King Saud University,Wellcome,2018,1
SA,King Saud University,Wellcome,2022,1
SA,King Saud bin Abdulaziz University for Health Sciences,NIH,2022,1
SA,Majmaah University,NIH,2022,1
SA,Prince Sattam Bin Abdulaziz University,MRC,2019,1
SA,Prince Sattam Bin Abdulaziz University,NIH,2022,1
SA,Prince Sultan University,NSFC,2019,1
SA,Qassim University,NIH,2022,1
SA,Royal Commission for Jubail and Yanbu,MRC,2016,1
SA,Saudi Center for Organ Transplantation,NSFC,2023,1
SA,Sulaiman Al Rajhi Colleges,NIH,2021,1
SA,Taibah University,MRC,2021,1
SA,Taibah University,NIH,2020,1
SA,Taibah University,NIH,2021,1
SA,Taif University,NIH,2021,1
SA,Taif University,Wellcome,2018,1
SA,University of Ha'il,BHF,2020,1
SA,University of Ha'il,BHF,2021,1
SE,10X Genomics (Sweden),NIH,2019,1
SE,1928 Diagnostics (Sweden),NIH,2020,1
SE,ABB (Sweden),NSFC,2018,1
SE,Abbott (Sweden),NIH,2022,3
SE,Active Biotech (Sweden),MRC,2019,2
SE,Active Biotech (Sweden),Wellcome,2019,1
SE,AstraZeneca (Sweden),BHF,2020,2
SE,AstraZeneca (Sweden),BHF,2021,2
SE,AstraZeneca (Sweden),BHF,2022,4
SE,AstraZeneca (Sweden),MRC,2016,1
SE,AstraZeneca (Sweden),MRC,2018,1
SE,AstraZeneca (Sweden),MRC,2019,1
SE,AstraZeneca (Sweden),MRC,2020,1
SE,AstraZeneca (Sweden),MRC,2021,2
SE,AstraZeneca (Sweden),MRC,2022,1
SE,AstraZeneca (Sweden),NIH,2017,1
SE,AstraZeneca (Sweden),NIH,2018,1
SE,AstraZeneca (Sweden),NIH,2019,4
SE,AstraZeneca (Sweden),NIH,2020,1
SE,AstraZeneca (Sweden),NIH,2021,1
SE,AstraZeneca (Sweden),NIH,2022,4
SE,AstraZeneca (Sweden),Wellcome,2016,1
SE,AstraZeneca (Sweden),Wellcome,2018,1
SE,AstraZeneca (Sweden),Wellcome,2022,1
SE,Autoliv (Sweden),NIH,2020,1
SE,Beactica (Sweden),NIH,2018,1
SE,Beactica (Sweden),NIH,2020,1
SE,Center for Clinical Research Dalarna,MRC,2022,1
SE,Center for Clinical Research Dalarna,NIH,2022,1
SE,Chalmers University of Technology,MRC,2021,2
SE,Chalmers University of Technology,MRC,2022,2
SE,Chalmers University of Technology,NIH,2020,3
SE,Chalmers University of Technology,NIH,2022,1
SE,Chalmers University of Technology,Wellcome,2022,1
SE,Clay Technology (Sweden),MRC,2019,1
SE,Ericsson (Sweden),NIH,2021,1
SE,FoU Södertörn,NIH,2023,1
SE,Hallands sjukhus Halmstad,MRC,2020,1
SE,Hallands sjukhus Halmstad,Wellcome,2020,1
SE,Healthcare in Sweden,MRC,2022,1
SE,IVL - Swedish Environmental Research Institute,NIH,2019,1
SE,Informa (Sweden),NIH,2020,1
SE,Integrated Cardio Metabolic Centre,MRC,2018,1
SE,Integrated Cardio Metabolic Centre,MRC,2019,1
SE,Integrated Cardio Metabolic Centre,MRC,2021,1
SE,Integrated Cardio Metabolic Centre,NIH,2018,1
SE,Integrated Cardio Metabolic Centre,NIH,2019,1
SE,Integrated Cardio Metabolic Centre,Wellcome,2018,1
SE,Intelligent Machines (Sweden),NIH,2016,1
SE,Intelligent Machines (Sweden),NIH,2020,1
SE,Intelligent Machines (Sweden),NIH,2021,2
SE,Jönköping University,NIH,2020,1
SE,Karlstad University,NIH,2020,1
SE,Karolinska Institutet,BHF,2017,1
SE,Karolinska Institutet,BHF,2019,2
SE,Karolinska Institutet,BHF,2020,2
SE,Karolinska Institutet,BHF,2021,1
SE,Karolinska Institutet,BHF,2022,3
SE,Karolinska Institutet,DFG,2020,1
SE,Karolinska Institutet,DFG,2021,1
SE,Karolinska Institutet,DFG,2023,1
SE,Karolinska Institutet,MRC,2016,1
SE,Karolinska Institutet,MRC,2017,5
SE,Karolinska Institutet,MRC,2018,8
SE,Karolinska Institutet,MRC,2019,8
SE,Karolinska Institutet,MRC,2020,5
SE,Karolinska Institutet,MRC,2021,11
SE,Karolinska Institutet,MRC,2022,6
SE,Karolinska Institutet,NIH,2016,5
SE,Karolinska Institutet,NIH,2017,7
SE,Karolinska Institutet,NIH,2018,20
SE,Karolinska Institutet,NIH,2019,11
SE,Karolinska Institutet,NIH,2020,21
SE,Karolinska Institutet,NIH,2021,29
SE,Karolinska Institutet,NIH,2022,29
SE,Karolinska Institutet,NIH,2023,7
SE,Karolinska Institutet,NSF,2020,1
SE,Karolinska Institutet,NSF,2021,1
SE,Karolinska Institutet,NSFC,2018,2
SE,Karolinska Institutet,NSFC,2023,1
SE,Karolinska Institutet,Wellcome,2017,2
SE,Karolinska Institutet,Wellcome,2018,2
SE,Karolinska Institutet,Wellcome,2019,2
SE,Karolinska Institutet,Wellcome,2020,3
SE,Karolinska Institutet,Wellcome,2021,7
SE,Karolinska Institutet,Wellcome,2022,4
SE,Karolinska Institutet,Wellcome,2023,1
SE,Karolinska University Hospital,BHF,2017,1
SE,Karolinska University Hospital,BHF,2018,1
SE,Karolinska University Hospital,BHF,2019,1
SE,Karolinska University Hospital,BHF,2020,2
SE,Karolinska University Hospital,MRC,2018,3
SE,Karolinska University Hospital,MRC,2019,1
SE,Karolinska University Hospital,MRC,2020,3
SE,Karolinska University Hospital,MRC,2021,4
SE,Karolinska University Hospital,MRC,2022,3
SE,Karolinska University Hospital,MRC,2023,1
SE,Karolinska University Hospital,NIH,2017,4
SE,Karolinska University Hospital,NIH,2018,7
SE,Karolinska University Hospital,NIH,2019,5
SE,Karolinska University Hospital,NIH,2020,4
SE,Karolinska University Hospital,NIH,2021,19
SE,Karolinska University Hospital,NIH,2022,14
SE,Karolinska University Hospital,NIH,2023,2
SE,Karolinska University Hospital,NSFC,2022,1
SE,Karolinska University Hospital,Wellcome,2018,2
SE,Karolinska University Hospital,Wellcome,2020,2
SE,Karolinska University Hospital,Wellcome,2021,3
SE,Karolinska University Hospital,Wellcome,2022,3
SE,Karolinska University Hospital,Wellcome,2023,1
SE,Linköping University,BHF,2020,1
SE,Linköping University,MRC,2017,1
SE,Linköping University,MRC,2018,1
SE,Linköping University,MRC,2019,1
SE,Linköping University,MRC,2020,1
SE,Linköping University,MRC,2021,1
SE,Linköping University,NIH,2016,2
SE,Linköping University,NIH,2017,3
SE,Linköping University,NIH,2018,1
SE,Linköping University,NIH,2019,3
SE,Linköping University,NIH,2020,3
SE,Linköping University,NIH,2021,5
SE,Linköping University,NIH,2022,3
SE,Linköping University,Wellcome,2018,1
SE,Linköping University,Wellcome,2019,2
SE,Linköping University,Wellcome,2020,2
SE,Ludwig Cancer Research,NIH,2017,1
SE,Luleå University of Technology,NIH,2017,1
SE,Lund University,BHF,2020,3
SE,Lund University,BHF,2021,1
SE,Lund University,BHF,2022,3
SE,Lund University,DFG,2022,2
SE,Lund University,JSPS,2022,2
SE,Lund University,MRC,2017,2
SE,Lund University,MRC,2018,3
SE,Lund University,MRC,2019,8
SE,Lund University,MRC,2020,5
SE,Lund University,MRC,2021,6
SE,Lund University,MRC,2022,8
SE,Lund University,MRC,2023,1
SE,Lund University,NIH,2016,4
SE,Lund University,NIH,2017,7
SE,Lund University,NIH,2018,8
SE,Lund University,NIH,2019,10
SE,Lund University,NIH,2020,20
SE,Lund University,NIH,2021,26
SE,Lund University,NIH,2022,12
SE,Lund University,NIH,2023,2
SE,Lund University,NSF,2018,1
SE,Lund University,Wellcome,2017,1
SE,Lund University,Wellcome,2018,2
SE,Lund University,Wellcome,2020,4
SE,Lund University,Wellcome,2021,2
SE,Lund University,Wellcome,2022,1
SE,Medicon Village,NIH,2019,1
SE,Ministry of Health and Social Affairs,NSF,2023,1
SE,Novavax (Sweden),NIH,2019,1
SE,Pfizer (Sweden),BHF,2020,1
SE,Pfizer (Sweden),MRC,2020,1
SE,Pfizer (Sweden),NIH,2020,1
SE,Pfizer (Sweden),Wellcome,2020,1
SE,Public and Science,MRC,2022,1
SE,Public and Science,NIH,2022,1
SE,Quantify Research (Sweden),MRC,2021,1
SE,Quantify Research (Sweden),NIH,2021,2
SE,Quantify Research (Sweden),Wellcome,2021,1
SE,RISE Research Institutes of Sweden,DFG,2021,1
SE,Region Jönköpings län,BHF,2020,1
SE,Region Västra Götaland,BHF,2022,1
SE,Region Västra Götaland,MRC,2020,2
SE,Region Västra Götaland,MRC,2022,1
SE,Region Västra Götaland,NIH,2018,1
SE,Region Västra Götaland,NIH,2019,1
SE,Region Västra Götaland,NIH,2020,2
SE,Region Västra Götaland,NIH,2021,2
SE,Region Västra Götaland,NIH,2022,1
SE,Region Västra Götaland,NIH,2023,1
SE,Region Västra Götaland,Wellcome,2019,1
SE,Region Västra Götaland,Wellcome,2020,2
SE,Region Västra Götaland,Wellcome,2022,1
SE,Royal Institute of Technology,BHF,2020,1
SE,Royal Institute of Technology,DFG,2019,1
SE,Royal Institute of Technology,NIH,2020,2
SE,Royal Institute of Technology,NIH,2021,1
SE,Royal Institute of Technology,NIH,2022,1
SE,Royal Institute of Technology,NIH,2023,1
SE,Royal Institute of Technology,Wellcome,2022,1
SE,S:t Eriks Ögonsjukhus,MRC,2022,1
SE,Sahlgrenska University Hospital,BHF,2018,1
SE,Sahlgrenska University Hospital,BHF,2019,1
SE,Sahlgrenska University Hospital,BHF,2020,1
SE,Sahlgrenska University Hospital,MRC,2018,1
SE,Sahlgrenska University Hospital,MRC,2019,2
SE,Sahlgrenska University Hospital,MRC,2020,1
SE,Sahlgrenska University Hospital,MRC,2021,3
SE,Sahlgrenska University Hospital,MRC,2022,2
SE,Sahlgrenska University Hospital,MRC,2023,1
SE,Sahlgrenska University Hospital,NIH,2017,2
SE,Sahlgrenska University Hospital,NIH,2018,2
SE,Sahlgrenska University Hospital,NIH,2020,3
SE,Sahlgrenska University Hospital,NIH,2021,6
SE,Sahlgrenska University Hospital,NIH,2022,6
SE,Sahlgrenska University Hospital,Wellcome,2021,1
SE,Sahlgrenska University Hospital,Wellcome,2022,2
SE,Science for Life Laboratory,BHF,2016,1
SE,Science for Life Laboratory,BHF,2019,3
SE,Science for Life Laboratory,BHF,2020,2
SE,Science for Life Laboratory,DFG,2020,1
SE,Science for Life Laboratory,DFG,2021,1
SE,Science for Life Laboratory,DFG,2022,1
SE,Science for Life Laboratory,MRC,2016,1
SE,Science for Life Laboratory,MRC,2017,1
SE,Science for Life Laboratory,MRC,2018,1
SE,Science for Life Laboratory,MRC,2019,6
SE,Science for Life Laboratory,MRC,2020,3
SE,Science for Life Laboratory,MRC,2021,2
SE,Science for Life Laboratory,MRC,2022,2
SE,Science for Life Laboratory,NIH,2016,1
SE,Science for Life Laboratory,NIH,2017,3
SE,Science for Life Laboratory,NIH,2018,2
SE,Science for Life Laboratory,NIH,2019,8
SE,Science for Life Laboratory,NIH,2020,7
SE,Science for Life Laboratory,NIH,2021,7
SE,Science for Life Laboratory,NIH,2022,4
SE,Science for Life Laboratory,NSF,2022,1
SE,Science for Life Laboratory,Wellcome,2017,1
SE,Science for Life Laboratory,Wellcome,2018,1
SE,Science for Life Laboratory,Wellcome,2019,3
SE,Science for Life Laboratory,Wellcome,2020,3
SE,Science for Life Laboratory,Wellcome,2021,1
SE,Science for Life Laboratory,Wellcome,2022,1
SE,Siemens (Sweden),NIH,2023,1
SE,Skåne University Hospital,BHF,2019,1
SE,Skåne University Hospital,BHF,2020,1
SE,Skåne University Hospital,DFG,2022,1
SE,Skåne University Hospital,MRC,2019,3
SE,Skåne University Hospital,MRC,2020,3
SE,Skåne University Hospital,MRC,2021,1
SE,Skåne University Hospital,MRC,2023,1
SE,Skåne University Hospital,NIH,2018,1
SE,Skåne University Hospital,NIH,2019,3
SE,Skåne University Hospital,NIH,2020,9
SE,Skåne University Hospital,NIH,2021,6
SE,Skåne University Hospital,NIH,2022,10
SE,Skåne University Hospital,NIH,2023,3
SE,Skåne University Hospital,Wellcome,2019,2
SE,Skåne University Hospital,Wellcome,2020,3
SE,Stockholm County Council,JSPS,2021,1
SE,Stockholm Health Care Services,MRC,2019,1
SE,Stockholm Health Care Services,MRC,2020,1
SE,Stockholm Health Care Services,MRC,2022,2
SE,Stockholm Health Care Services,NIH,2020,2
SE,Stockholm Health Care Services,NIH,2022,3
SE,Stockholm Health Care Services,NSF,2022,1
SE,Stockholm Health Care Services,Wellcome,2022,1
SE,Stockholm School of Economics,MRC,2017,1
SE,Stockholm School of Economics,NIH,2017,1
SE,Stockholm School of Economics,NIH,2020,1
SE,Stockholm School of Economics,Wellcome,2020,1
SE,Stockholm South General Hospital,BHF,2020,1
SE,Stockholm South General Hospital,MRC,2020,1
SE,Stockholm South General Hospital,NIH,2018,1
SE,Stockholm South General Hospital,NIH,2020,2
SE,Stockholm South General Hospital,NIH,2022,1
SE,Stockholm University,JSPS,2019,1
SE,Stockholm University,MRC,2017,1
SE,Stockholm University,MRC,2020,1
SE,Stockholm University,NIH,2016,1
SE,Stockholm University,NIH,2018,1
SE,Stockholm University,NIH,2019,1
SE,Stockholm University,NIH,2020,5
SE,Stockholm University,NIH,2021,2
SE,Stockholm University,NIH,2022,4
SE,Stockholm University,NIH,2023,2
SE,Stockholm University,NSFC,2022,1
SE,Stockholm University,Wellcome,2020,2
SE,Stockholm University,Wellcome,2021,1
SE,Surgical Science (Sweden),BHF,2019,1
SE,Surgical Science (Sweden),BHF,2020,1
SE,Surgical Science (Sweden),BHF,2021,1
SE,Surgical Science (Sweden),BHF,2022,1
SE,Surgical Science (Sweden),MRC,2017,1
SE,Surgical Science (Sweden),MRC,2018,3
SE,Surgical Science (Sweden),MRC,2019,5
SE,Surgical Science (Sweden),MRC,2020,7
SE,Surgical Science (Sweden),MRC,2021,8
SE,Surgical Science (Sweden),MRC,2022,2
SE,Surgical Science (Sweden),MRC,2023,1
SE,Surgical Science (Sweden),NIH,2017,1
SE,Surgical Science (Sweden),NIH,2018,3
SE,Surgical Science (Sweden),NIH,2019,5
SE,Surgical Science (Sweden),NIH,2020,3
SE,Surgical Science (Sweden),NIH,2021,3
SE,Surgical Science (Sweden),NIH,2022,1
SE,Surgical Science (Sweden),NIH,2023,1
SE,Surgical Science (Sweden),Wellcome,2019,2
SE,Surgical Science (Sweden),Wellcome,2020,3
SE,Surgical Science (Sweden),Wellcome,2021,2
SE,Surgical Science (Sweden),Wellcome,2022,1
SE,Svenska Örtmedicinska Institute,NIH,2022,1
SE,Swedish Collegium for Advanced Study,NIH,2022,1
SE,Swedish Environmental Protection Agency,MRC,2019,1
SE,Swedish Environmental Protection Agency,Wellcome,2019,1
SE,Swedish Rheumatism Association,MRC,2021,1
SE,Swedish University of Agricultural Sciences,BHF,2021,1
SE,Swedish University of Agricultural Sciences,MRC,2021,1
SE,Swedish University of Agricultural Sciences,MRC,2022,1
SE,Swedish University of Agricultural Sciences,NIH,2022,2
SE,Swedish e-Science Research Centre,NIH,2021,1
SE,Umeå University,BHF,2020,1
SE,Umeå University,BHF,2021,2
SE,Umeå University,BHF,2022,2
SE,Umeå University,DFG,2017,1
SE,Umeå University,MRC,2017,1
SE,Umeå University,MRC,2019,2
SE,Umeå University,MRC,2020,2
SE,Umeå University,MRC,2021,10
SE,Umeå University,MRC,2022,6
SE,Umeå University,MRC,2023,2
SE,Umeå University,NIH,2017,2
SE,Umeå University,NIH,2018,4
SE,Umeå University,NIH,2019,4
SE,Umeå University,NIH,2020,7
SE,Umeå University,NIH,2021,6
SE,Umeå University,NIH,2022,4
SE,Umeå University,NIH,2023,2
SE,Umeå University,Wellcome,2017,1
SE,Umeå University,Wellcome,2018,1
SE,Umeå University,Wellcome,2020,1
SE,Umeå University,Wellcome,2021,3
SE,University Hospital of Umeå,NIH,2019,1
SE,University of Gothenburg,BHF,2020,1
SE,University of Gothenburg,BHF,2022,1
SE,University of Gothenburg,MRC,2017,1
SE,University of Gothenburg,MRC,2018,1
SE,University of Gothenburg,MRC,2019,4
SE,University of Gothenburg,MRC,2020,4
SE,University of Gothenburg,MRC,2021,5
SE,University of Gothenburg,MRC,2022,5
SE,University of Gothenburg,NIH,2017,5
SE,University of Gothenburg,NIH,2018,4
SE,University of Gothenburg,NIH,2019,4
SE,University of Gothenburg,NIH,2020,7
SE,University of Gothenburg,NIH,2021,8
SE,University of Gothenburg,NIH,2022,12
SE,University of Gothenburg,NIH,2023,1
SE,University of Gothenburg,NSF,2021,1
SE,University of Gothenburg,NSFC,2022,1
SE,University of Gothenburg,Wellcome,2019,1
SE,University of Gothenburg,Wellcome,2020,3
SE,University of Gothenburg,Wellcome,2021,3
SE,University of Gothenburg,Wellcome,2022,2
SE,University of Gävle,Wellcome,2022,1
SE,Uppsala University,BHF,2019,3
SE,Uppsala University,BHF,2020,3
SE,Uppsala University,BHF,2021,1
SE,Uppsala University,BHF,2022,2
SE,Uppsala University,MRC,2016,1
SE,Uppsala University,MRC,2017,1
SE,Uppsala University,MRC,2018,1
SE,Uppsala University,MRC,2019,7
SE,Uppsala University,MRC,2020,5
SE,Uppsala University,MRC,2021,3
SE,Uppsala University,MRC,2022,2
SE,Uppsala University,NIH,2016,2
SE,Uppsala University,NIH,2017,3
SE,Uppsala University,NIH,2018,3
SE,Uppsala University,NIH,2019,5
SE,Uppsala University,NIH,2020,7
SE,Uppsala University,NIH,2021,10
SE,Uppsala University,NIH,2022,4
SE,Uppsala University,NIH,2023,1
SE,Uppsala University,Wellcome,2019,1
SE,Uppsala University,Wellcome,2020,1
SE,Uppsala University Hospital,BHF,2019,1
SE,Uppsala University Hospital,BHF,2020,1
SE,Uppsala University Hospital,BHF,2021,1
SE,Uppsala University Hospital,BHF,2022,2
SE,Uppsala University Hospital,MRC,2019,1
SE,Uppsala University Hospital,MRC,2020,1
SE,Uppsala University Hospital,MRC,2021,1
SE,Uppsala University Hospital,MRC,2022,2
SE,Uppsala University Hospital,NIH,2019,1
SE,Uppsala University Hospital,NIH,2020,1
SE,Uppsala University Hospital,NIH,2021,1
SE,Uppsala University Hospital,NIH,2022,3
SE,Uppsala University Hospital,Wellcome,2019,1
SE,Uppsala University Hospital,Wellcome,2020,1
SE,Örebro University,BHF,2020,1
SE,Örebro University,MRC,2017,1
SE,Örebro University,MRC,2021,1
SE,Örebro University,MRC,2022,1
SE,Örebro University,NIH,2017,1
SE,Örebro University,NIH,2019,2
SE,Örebro University,NIH,2022,1
SE,Örebro University,NSF,2022,1
SE,Örebro University,Wellcome,2022,1
SE,Örebro University Hospital,NSFC,2021,1
SG,"Agency for Science, Technology and Research",BHF,2019,2
SG,"Agency for Science, Technology and Research",BHF,2020,1
SG,"Agency for Science, Technology and Research",BHF,2021,2
SG,"Agency for Science, Technology and Research",BHF,2022,1
SG,"Agency for Science, Technology and Research",MRC,2019,2
SG,"Agency for Science, Technology and Research",MRC,2020,2
SG,"Agency for Science, Technology and Research",MRC,2021,4
SG,"Agency for Science, Technology and Research",MRC,2022,2
SG,"Agency for Science, Technology and Research",NIH,2017,2
SG,"Agency for Science, Technology and Research",NIH,2019,3
SG,"Agency for Science, Technology and Research",NIH,2020,4
SG,"Agency for Science, Technology and Research",NIH,2021,5
SG,"Agency for Science, Technology and Research",NIH,2022,2
SG,"Agency for Science, Technology and Research",NIH,2023,1
SG,"Agency for Science, Technology and Research",NSF,2020,1
SG,"Agency for Science, Technology and Research",NSFC,2018,2
SG,Agri-Food and Veterinary Authority of Singapore,NIH,2022,1
SG,Bioinformatics Institute,NIH,2018,1
SG,Bioinformatics Institute,NIH,2022,1
SG,Changi General Hospital,NIH,2020,1
SG,Changi General Hospital,NIH,2022,1
SG,Defence Science and Technology Agency,NIH,2017,1
SG,Defence Science and Technology Agency,NIH,2021,1
SG,Duke-NUS Medical School,BHF,2019,2
SG,Duke-NUS Medical School,BHF,2021,1
SG,Duke-NUS Medical School,BHF,2022,3
SG,Duke-NUS Medical School,BHF,2023,1
SG,Duke-NUS Medical School,MRC,2018,1
SG,Duke-NUS Medical School,MRC,2019,5
SG,Duke-NUS Medical School,MRC,2020,5
SG,Duke-NUS Medical School,MRC,2021,6
SG,Duke-NUS Medical School,MRC,2022,5
SG,Duke-NUS Medical School,MRC,2023,1
SG,Duke-NUS Medical School,NIH,2015,1
SG,Duke-NUS Medical School,NIH,2016,1
SG,Duke-NUS Medical School,NIH,2018,2
SG,Duke-NUS Medical School,NIH,2019,3
SG,Duke-NUS Medical School,NIH,2021,6
SG,Duke-NUS Medical School,NIH,2022,4
SG,Duke-NUS Medical School,NSF,2020,1
SG,Duke-NUS Medical School,NSF,2022,1
SG,East Asia School of Theology,NIH,2020,1
SG,East Asia School of Theology,NIH,2022,1
SG,Experimental Drug Development Centre,NIH,2021,1
SG,Genome Institute of Singapore,BHF,2018,1
SG,Genome Institute of Singapore,BHF,2019,1
SG,Genome Institute of Singapore,MRC,2018,1
SG,Genome Institute of Singapore,MRC,2019,2
SG,Genome Institute of Singapore,MRC,2020,1
SG,Genome Institute of Singapore,MRC,2021,1
SG,Genome Institute of Singapore,MRC,2022,1
SG,Genome Institute of Singapore,NIH,2017,1
SG,Genome Institute of Singapore,NIH,2018,1
SG,Genome Institute of Singapore,NIH,2019,3
SG,Genome Institute of Singapore,NIH,2020,1
SG,Genome Institute of Singapore,NIH,2021,1
SG,Genome Institute of Singapore,NIH,2022,2
SG,Genome Institute of Singapore,Wellcome,2020,1
SG,Institute of Materials Research and Engineering,NIH,2022,1
SG,Institute of Materials Research and Engineering,Wellcome,2022,1
SG,Institute of Medical Biology,MRC,2020,1
SG,Institute of Medical Biology,NIH,2020,1
SG,Institute of Mental Health,BHF,2021,1
SG,Institute of Mental Health,MRC,2020,2
SG,Institute of Mental Health,MRC,2021,1
SG,Institute of Mental Health,MRC,2022,2
SG,Institute of Mental Health,NIH,2020,2
SG,Institute of Mental Health,NIH,2021,3
SG,Institute of Mental Health,NIH,2022,2
SG,Institute of Mental Health,Wellcome,2021,1
SG,Institute of Mental Health,Wellcome,2022,2
SG,Institute of Molecular and Cell Biology,NIH,2019,1
SG,KK Women's and Children's Hospital,NIH,2023,1
SG,Nanyang Technological University,JSPS,2021,1
SG,Nanyang Technological University,MRC,2018,1
SG,Nanyang Technological University,MRC,2019,2
SG,Nanyang Technological University,MRC,2020,1
SG,Nanyang Technological University,MRC,2021,3
SG,Nanyang Technological University,MRC,2022,1
SG,Nanyang Technological University,NIH,2016,3
SG,Nanyang Technological University,NIH,2017,3
SG,Nanyang Technological University,NIH,2018,2
SG,Nanyang Technological University,NIH,2019,2
SG,Nanyang Technological University,NIH,2020,5
SG,Nanyang Technological University,NIH,2021,1
SG,Nanyang Technological University,NIH,2022,2
